role,company
https://www.linkedin.com//in/liquanjia/,microsoft
https://www.linkedin.com//in/sharon-thompson-9527431/,microsoft
https://www.linkedin.com//in/neo-nchabeleng-b5253186/,microsoft
https://www.linkedin.com//in/bridgette-s-5b01b22b/,microsoft
https://www.linkedin.com//in/navin-sathi-9b0a392/,microsoft
https://www.linkedin.com//in/candy-liu-5a47214/,microsoft
https://www.linkedin.com//in/mathieu-berthelon-2b812020/,microsoft
https://www.linkedin.com//in/aoife-o-moore-cdcep-cdcsp-cdcap-0163a021/,microsoft
https://www.linkedin.com//in/sofya-shinkareva-97a51619/,microsoft
https://www.linkedin.com//in/joyce-herward/,microsoft
https://www.linkedin.com//in/tracylagasse/,microsoft
https://www.linkedin.com//in/clara-mariapaskah-0744b4a3/,microsoft
https://www.linkedin.com//in/mary-moiceanu-35aa5516/,microsoft
https://www.linkedin.com//in/hbindra/,microsoft
https://www.linkedin.com//in/kiran-hayes-01470376/,microsoft
https://www.linkedin.com//in/adidwivedi/,microsoft
https://www.linkedin.com//in/jenna-schwartz-5ab292127/,microsoft
https://www.linkedin.com//in/anjanak/,microsoft
https://www.linkedin.com//in/lindaywu/,microsoft
https://www.linkedin.com//in/anna-matusewicz/,microsoft
https://www.linkedin.com//in/sreenivasa-reddy-0bab43/,microsoft
https://www.linkedin.com//in/samar-deen-phd-2064389/,microsoft
https://www.linkedin.com//in/emma-burns-24539737/,microsoft
https://www.linkedin.com//in/srishty-shaleen/,microsoft
https://www.linkedin.com//in/ahillman/,microsoft
https://www.linkedin.com//in/pippafinlayson/,microsoft
https://www.linkedin.com//in/kevintan250/,microsoft
https://www.linkedin.com//in/monicaerodriguez/,microsoft
https://www.linkedin.com//in/cecil-wilson-2560287/,microsoft
https://www.linkedin.com//in/angelamicocci/,microsoft
https://www.linkedin.com//in/joevarrasso/,microsoft
https://www.linkedin.com//in/berwind/,microsoft
https://www.linkedin.com//in/keatnuxsuo/,microsoft
https://www.linkedin.com//in/crisluthy/,microsoft
https://www.linkedin.com//in/emilyfishkind/,microsoft
